ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
9,0,7,68.71405792236328,140,556,112.92307692307692,73.06146621704102,10.437352316720146,43.47085952758789,0.1659393310546875,16.19841986383158,7,0,0,0,0,0,0,0,0,0,0,7.0,0.10187143958095102,324.0,0.10187143958095102,7.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,7.0,0.0,7.0,0.0,33869.0,0.0,33869.0,33869.0,0.0,46.285714285714285,122.46048925498961,0.0,324.0,0,0,1
9,1,6,68.71407794952393,120,652,112.92307692307692,758.4524154663086,126.40873591105144,746.2551593780518,0.007867813110351562,303.699653097095,5,0,0,0,0,0,0,0,0,0,0,6.0,0.08731835133416893,452.0,0.08731835133416893,6.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,6.0,0.0,6.0,0.0,8080.0,0.0,8080.0,8080.0,0.0,75.33333333333333,182.0897214745156,0.0,447.0,0,0,1
10,0,7,5.860044002532959,140,567,123.5,11.189937591552734,1.598562513078962,9.113073348999023,0.04315376281738281,3.3288018675695423,7,0,0,0,0,0,0,0,0,0,0,7.0,1.1945302794610935,335.0,1.1945302794610935,7.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,7.0,0.0,7.0,0.0,43045.0,0.0,43045.0,43045.0,0.0,47.857142857142854,126.61809845809111,0.0,335.0,0,0,1
10,1,5,5.859838008880615,100,675,123.5,22.02606201171875,4.40521240234375,20.457029342651367,0.02002716064453125,8.985440643023418,5,0,0,0,0,0,0,0,0,0,0,5.0,0.8532659081057316,507.0,0.8532659081057316,5.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,5.0,0.0,5.0,0.0,8080.0,0.0,8080.0,8080.0,0.0,101.4,223.95267357189556,0.0,502.0,0,0,1
12,1,2,83.39634799957275,40,386,213.0,1214.6430015563965,607.3215007781982,671.7929840087891,542.8500175476074,91.1764459710111,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
14,0,6,68.69546604156494,120,441,90.4,1445.9733963012695,240.99556605021158,962.7029895782471,0.2071857452392578,402.5342108778456,4,0,0,0,0,0,0,0,0,1,0,6.0,0.08734200880695146,241.0,0.08734200880695146,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,6.0,0.0,6.0,0.0,38889.0,0.0,38889.0,38889.0,0.0,40.166666666666664,98.387838001791,0.0,241.0,0,0,1
14,1,4,68.69494199752808,80,263,90.4,2.202749252319336,0.550687313079834,1.5201568603515625,0.012874603271484375,0.687351194625612,4,0,0,0,0,0,0,0,0,0,0,4.0,0.05822845006760376,127.0,0.05822845006760376,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,0.0,8080.0,0.0,8080.0,8080.0,0.0,31.75,63.5,0.0,127.0,0,0,1
15,0,6,38.44326400756836,120,461,77.6875,19.03510093688965,3.1725168228149414,13.164997100830078,0.1919269561767578,5.044521521875472,6,0,0,0,0,0,0,0,0,0,0,6.0,0.15607415641967276,261.0,0.15607415641967276,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0,6.0,0.0,6.0,0.0,1389.0,0.0,1389.0,1389.0,0.0,43.5,86.70351780637277,0.0,219.0,0,0,1
15,1,10,38.4432909488678,200,462,77.6875,761.80100440979,76.180100440979,714.7719860076904,0.011920928955078125,224.77535996055343,9,0,0,0,0,0,0,0,0,0,0,10.0,0.2601234117365416,134.0,0.2601234117365416,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,0.0,10.0,0.0,10.0,0.0,50592.0,0.0,50592.0,50592.0,0.0,13.4,27.39099608752239,0.0,84.0,0,0,1
16,0,5,46.43024301528931,100,6039,557.0,135.1318359375,27.0263671875,132.735013961792,0.0,59.0959572226523,4,0,1,0,0,0,0,0,0,0,0,5.0,0.10768843054199649,5871.0,0.10768843054199649,5.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,8080.0,0.0,8080.0,8080.0,0.0,1174.2,1891.3181117939944,0.0,4344.0,0,0,1
16,1,7,46.43027687072754,140,405,557.0,714.2412662506104,102.03446660723004,700.1781463623047,0.028133392333984375,263.79623412766944,6,0,0,0,0,0,0,0,0,0,0,7.0,0.1507636928267646,173.0,0.1507636928267646,7.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,7.0,0.0,7.0,0.0,37756.0,0.0,37756.0,37756.0,0.0,24.714285714285715,65.38785383059631,0.0,173.0,0,0,1
17,0,92,120.50821995735168,1840,116110,880.5864197530864,7864.642143249512,85.4852406874947,969.4020748138428,0.0,201.55711756286004,73,3,2,0,2,1,2,1,1,0,0,92.0,0.7634333992532555,113158.0,0.7634333992532555,92.0,92.0,57.0,1.0,1.0,0.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,92.0,0.0,92.0,0.0,92.0,0.0,4444.0,0.0,4444.0,4444.0,0.0,1229.9782608695652,2021.1204648877683,0.0,7240.0,0,0,1
17,1,70,120.50824785232544,1400,23305,880.5864197530864,256.95061683654785,3.670723097664969,60.8830451965332,0.0030994415283203125,11.492669775461446,68,2,0,0,0,0,0,0,0,0,0,70.0,0.5808731041030502,21069.0,0.5808731041030502,70.0,70.0,42.0,21.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,34.0,68.0,0.0,70.0,0.0,70.0,0.0,37562.0,0.0,37562.0,37562.0,0.0,300.98571428571427,1167.2434329123546,0.0,7240.0,0,0,1
19,1,1,64.1248528957367,20,209,229.0,394.7908878326416,394.7908878326416,394.7908878326416,394.7908878326416,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
