ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
14,0,1,2.2070369720458984,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.45309617041576394,0.0,0.45309617041576394,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
14,1,1,2.2071170806884766,20,20,42.0,0.007152557373046875,0.007152557373046875,0.007152557373046875,0.007152557373046875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4530797250176077,0.0,0.4530797250176077,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1720.0,0.0,1720.0,1720.0,0.0,0.0,0.0,0.0,0.0,0,0,1
15,0,1,2.2070369720458984,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.45309617041576394,0.0,0.45309617041576394,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
15,1,1,2.207119941711426,20,20,42.0,0.00286102294921875,0.00286102294921875,0.00286102294921875,0.00286102294921875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4530791377040383,0.0,0.4530791377040383,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,1
16,0,1,2.2372870445251465,20,24,42.0,0.30994415283203125,0.30994415283203125,0.30994415283203125,0.30994415283203125,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.446969914945467,0.0,0.446969914945467,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
16,1,1,2.2373011112213135,20,20,42.0,0.014066696166992188,0.014066696166992188,0.014066696166992188,0.014066696166992188,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44696710468896744,0.0,0.44696710468896744,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8888.0,0.0,8888.0,8888.0,0.0,0.0,0.0,0.0,0.0,0,0,1
17,0,1,2.2373080253601074,20,24,42.0,0.0069141387939453125,0.0069141387939453125,0.0069141387939453125,0.0069141387939453125,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44696572338940427,0.0,0.44696572338940427,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
17,1,1,2.237313985824585,20,20,42.0,0.0059604644775390625,0.0059604644775390625,0.0059604644775390625,0.0059604644775390625,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44696453262077107,0.0,0.44696453262077107,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,995.0,0.0,995.0,995.0,0.0,0.0,0.0,0.0,0.0,0,0,1
18,0,1,2.2373669147491455,20,24,42.0,0.052928924560546875,0.052928924560546875,0.052928924560546875,0.052928924560546875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44695395887362555,0.0,0.44695395887362555,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
18,1,1,2.2373769283294678,20,20,42.0,0.010013580322265625,0.010013580322265625,0.010013580322265625,0.010013580322265625,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44695195849125324,0.0,0.44695195849125324,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,143.0,0.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0,0,1
19,0,1,2.2373669147491455,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44695395887362555,0.0,0.44695395887362555,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
19,1,1,2.237384080886841,20,20,42.0,0.007152557373046875,0.007152557373046875,0.007152557373046875,0.007152557373046875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44695052965766435,0.0,0.44695052965766435,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0,0,1
20,0,1,2.2376420497894287,20,24,42.0,0.2579689025878906,0.2579689025878906,0.2579689025878906,0.2579689025878906,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4468990024986812,0.0,0.4468990024986812,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
20,1,1,2.2376489639282227,20,20,42.0,0.0069141387939453125,0.0069141387939453125,0.0069141387939453125,0.0069141387939453125,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.446897621620009,0.0,0.446897621620009,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,1
21,0,1,2.237661123275757,20,24,42.0,0.012159347534179688,0.012159347534179688,0.012159347534179688,0.012159347534179688,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44689519319890586,0.0,0.44689519319890586,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
21,1,1,2.2376670837402344,20,20,42.0,0.0059604644775390625,0.0059604644775390625,0.0059604644775390625,0.0059604644775390625,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44689400280604374,0.0,0.44689400280604374,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,554.0,0.0,554.0,554.0,0.0,0.0,0.0,0.0,0.0,0,0,1
22,0,1,2.2378649711608887,20,24,42.0,0.19788742065429688,0.19788742065429688,0.19788742065429688,0.19788742065429688,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44685448536300726,0.0,0.44685448536300726,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
22,1,1,2.2378721237182617,20,20,42.0,0.007152557373046875,0.007152557373046875,0.007152557373046875,0.007152557373046875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.44685305715256124,0.0,0.44685305715256124,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,1
23,0,1,2.2381250858306885,20,24,42.0,0.2529621124267578,0.2529621124267578,0.2529621124267578,0.2529621124267578,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4468025519801751,0.0,0.4468025519801751,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
23,1,1,2.238132953643799,20,20,42.0,0.007867813110351562,0.007867813110351562,0.007867813110351562,0.007867813110351562,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4468009813143348,0.0,0.4468009813143348,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,135.0,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0,0,1
24,0,2,2.2686269283294678,40,44,42.666666666666664,30.221939086914062,15.110969543457031,30.215978622436523,0.0059604644775390625,21.36170869926153,2,0,0,0,0,0,0,0,0,0,0,2.0,0.8815905228951528,0.0,0.8815905228951528,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
24,1,1,2.238176107406616,20,24,42.666666666666664,0.03719329833984375,0.03719329833984375,0.03719329833984375,0.03719329833984375,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4467923666465657,0.0,0.4467923666465657,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8080.0,0.0,8080.0,8080.0,0.0,0.0,0.0,0.0,0.0,0,0,1
25,0,1,2.238187074661255,20,24,42.0,0.010967254638671875,0.010967254638671875,0.010967254638671875,0.010967254638671875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4467901773364266,0.0,0.4467901773364266,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
25,1,1,2.2381980419158936,20,20,42.0,0.010967254638671875,0.010967254638671875,0.010967254638671875,0.010967254638671875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.446787988047743,0.0,0.446787988047743,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,113.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0,0,1
26,0,1,2.238187074661255,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4467901773364266,0.0,0.4467901773364266,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40092.0,0.0,40092.0,40092.0,0.0,0.0,0.0,0.0,0.0,0,0,1
