ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
1,0,311,310.0003650188446,6220,13062,59.333333333333336,21.640539169311523,0.06958372723251294,0.1399517059326172,0.041961669921875,0.014886196305236573,311,0,0,0,0,0,0,0,0,0,0,311,1.003224625174537,3110,1.003224625174537,311,311,311,0,0,0,0,0,0,0,0,0,0,0,0,0,311,311,0,0,311,311,0,502.0,0.0,502,502,0.0,10.0,0.0,10,10,0,0,1
1,1,622,310.0003809928894,12440,23636,59.333333333333336,309978.7404537201,498.3581036233442,1000.2760887145996,0.0,500.34707376292874,312,0,0,0,0,0,0,0,0,0,0,622,2.0064491469585226,3732,2.0064491469585226,622,622,622,0,0,0,0,0,0,0,0,0,0,0,0,0,311,622,0,622,0,0,622,37648.0,0.0,37648,37648,0.0,6.0,6.004828974624735,0,12,0,0,1
